society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
m3m merlin,2.98,sector 67,14558.0,3,3,3,0.0,Relatively New,M69690192,flat,2047.0,0,0,0,0,1,1,49,"28.3859° N, 77.0608° E",28.3859,77.0608
emaar mgf emerald floors premier,2.5,sector 65,15152.0,3,3,3,3.0,Relatively New,R69102324,flat,1493.0,1,1,0,0,0,0,15,"28.4030° N, 77.0690° E",28.403,77.069
independent,5.15,sector 47,26615.0,3,9,3+,3.0,Relatively New,F70089250,house,1935.0,0,0,1,0,0,1,75,"28.4276° N, 77.0492° E",28.4276,77.0492
microtek greenburg,1.23,sector 86,8311.0,2,2,3,13.0,Relatively New,V69168616,flat,1339.0,1,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
sare crescent parc royal greens phase 1,0.75,sector 92,4325.0,4,4,3+,3.0,Relatively New,P67904002,flat,1734.0,0,0,0,0,0,0,93,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,1.6,sector 39,17937.0,1,1,2,2.0,Old Property,X67948578,house,892.0,0,0,0,0,0,0,40,"28.4434° N, 77.0515° E",28.4434,77.0515
shree vardhman flora,0.7,sector 90,5385.0,2,2,3,13.0,New Property,K68824240,flat,1176.0,1,0,0,0,0,0,15,"28.4085° N, 76.9369° E",28.4085,76.9369
tulip purple,1.8,sector 69,9000.0,4,5,3+,4.0,Relatively New,V69689190,flat,2200.0,0,1,0,0,0,0,165,"28.3966° N, 77.0341° E",28.3966,77.0341
tulip violet,1.7,sector 69,10773.0,3,3,2,0.0,Relatively New,B69392906,flat,1428.0,0,0,0,1,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
parsvnath green ville,1.5,sector 48,8787.0,3,3,3,1.0,Old Property,H69850926,flat,1600.0,0,0,0,0,0,1,128,"28.4177° N, 77.0359° E",28.4177,77.0359
siddhi vinayak apartments,1.44,sector 55,9600.0,3,3,2,6.0,Moderately Old,W67445304,flat,1700.0,0,0,0,0,1,1,47,"28.4281° N, 77.1100° E",28.4281,77.11
bestech altura,2.55,sector 79,9533.0,4,5,2,4.0,New Property,X69888856,flat,2675.0,0,1,0,0,0,0,44,"28.3624° N, 76.9787° E",28.3624,76.9787
dlf new town heights,2.47,sector 86,7719.0,4,4,3+,2.0,Moderately Old,W66972060,house,2800.0,0,1,0,1,0,1,130,"28.3986° N, 76.9384° E",28.3986,76.9384
suncity vatsal valley,1.38,gwal pahari,12212.0,2,2,2,4.0,Under Construction,Z69094060,flat,1130.0,0,0,0,0,0,1,133,"28.4484° N, 77.0210° E",28.4484,77.021
sare crescent parc,0.5,sector 92,5000.0,2,2,2,2.0,Relatively New,E25612167,flat,905.0,0,0,0,0,1,0,72,"28.4079° N, 76.9153° E",28.4079,76.9153
paras dews,1.42,sector 106,6030.0,4,6,3+,11.0,Relatively New,X69553558,flat,2131.0,0,1,0,0,0,0,143,"28.5007° N, 77.0003° E",28.5007,77.0003
puri emerald bay,2.65,sector 104,15006.0,3,4,3,15.0,Relatively New,L69551250,flat,2090.0,0,1,0,0,0,1,174,"28.4788° N, 76.9960° E",28.4788,76.996
housing board colony,3.5,sector 28,25926.0,2,6,3,3.0,Relatively New,K69970618,house,1350.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
tulip violet,1.4,sector 69,8929.0,3,3,1,12.0,Relatively New,Y69407304,flat,1419.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
ireo the corridors,2.0,sector 67a,11581.0,3,3,2,6.0,Under Construction,E58721404,flat,1346.0,0,0,0,0,1,0,15,"28.3960° N, 77.0372° E",28.396,77.0372
m3m golfestate,5.9,sector 65,17481.0,3,3,3,18.0,Relatively New,B69688660,flat,3043.0,1,1,0,0,0,0,76,"28.4030° N, 77.0690° E",28.403,77.069
sidhartha ncr one,0.55,sector 95,5556.0,2,2,3,15.0,New Property,W66184546,flat,990.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
godrej air,2.5,sector 85,13797.0,4,5,3+,16.0,Under Construction,I69226618,flat,2013.0,1,0,0,1,1,1,44,"28.4042° N, 76.9513° E",28.4042,76.9513
dlf the ultima,2.45,sector 81,11492.0,3,3,2,9.0,Relatively New,D69512748,flat,1800.0,0,1,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
central park flower valley,1.35,sector 33,10385.0,3,2,2,3.0,New Property,N69795228,flat,1444.0,0,0,0,0,0,0,87,"28.4420° N, 77.0207° E",28.442,77.0207
vipul tatvam villa,8.5,sector 48,26235.0,4,4,1,2.0,Relatively New,E69756874,house,3240.0,0,0,0,0,0,0,21,"28.4177° N, 77.0359° E",28.4177,77.0359
unitech espace,10.45,sector 50,32253.0,5,7,3+,3.0,Moderately Old,I69169294,house,3240.0,1,1,0,1,1,1,153,"28.4178° N, 77.0628° E",28.4178,77.0628
pareena laxmi apartments,0.31,sector 99a,5905.0,2,2,2,6.0,New Property,H70058650,flat,583.0,0,0,0,0,0,0,74,"28.4561° N, 76.9542° E",28.4561,76.9542
m3m skywalk,2.25,sector 74,13636.0,3,3,2,9.0,Relatively New,Z69139110,flat,1938.0,0,1,0,0,0,1,174,"28.4158° N, 77.0118° E",28.4158,77.0118
satya the hermitage,0.93,sector 103,6405.0,2,3,3,3.0,Relatively New,G61210394,flat,1613.0,0,1,0,0,0,1,90,"28.4949° N, 76.9845° E",28.4949,76.9845
smart world orchard,2.2,sector 61,13497.0,3,3,2,3.0,Under Construction,C68443708,flat,1811.0,0,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
signature global park 4,1.0,sector 36,9901.0,3,2,3,2.0,New Property,U68941552,flat,1122.0,0,0,0,0,0,0,128,"28.4160° N, 76.9914° E",28.416,76.9914
eros rosewood city,4.05,sector 49,20769.0,3,3,3,2.0,Moderately Old,V68912558,house,2000.0,0,1,1,0,0,0,46,"28.4121° N, 77.0480° E",28.4121,77.048
dlf regency park,1.35,sector 28,11989.0,2,2,2,1.0,Moderately Old,M27000679,flat,1109.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
umang winter hills,1.05,sector 77,5763.0,3,3,3,7.0,Relatively New,P69884738,flat,1600.0,0,0,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
earth copia,0.7,sector 112,4673.0,2,2,2,4.0,Relatively New,F27383885,flat,1498.0,0,0,0,0,0,0,65,"28.5189° N, 77.0183° E",28.5189,77.0183
vatika lifestyle homes,1.05,sector 83,7500.0,3,2,2,1.0,Moderately Old,K64577386,flat,1600.0,0,0,0,0,0,1,106,"28.3986° N, 76.9647° E",28.3986,76.9647
smart world orchard,1.6,sector 61,13913.0,2,2,2,4.0,Under Construction,Q66609632,flat,1278.0,0,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
vatika gurgaon,0.87,sector 83,6988.0,2,2,2,3.0,Moderately Old,I66285752,flat,1127.0,0,0,0,0,0,0,35,"28.3986° N, 76.9647° E",28.3986,76.9647
tulip violet,1.68,sector 69,8350.0,4,4,2,1.0,Relatively New,Q68361160,flat,1819.0,0,0,0,1,0,0,102,"28.3966° N, 77.0341° E",28.3966,77.0341
rof ananda,0.46,sector 95,6319.0,2,2,2,11.0,New Property,S66285718,flat,809.0,1,0,0,0,0,0,82,"28.4172° N, 76.9081° E",28.4172,76.9081
ansals palam vihar,5.0,sector 2,12500.0,6,4,0,3.0,Moderately Old,A67904548,house,4000.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
tulip lemon,0.6,sector 69,10000.0,2,1,1,12.0,Relatively New,E69958366,flat,667.0,0,0,0,0,0,0,23,"28.3966° N, 77.0341° E",28.3966,77.0341
indiabulls centrum park,2.4,sector 103,8348.0,4,6,3+,15.0,Relatively New,N68495966,flat,2456.0,0,1,0,0,0,0,156,"28.4949° N, 76.9845° E",28.4949,76.9845
suncity township,2.0,sector 54,3440.0,9,9,3,11.0,Relatively New,C56088028,house,60.0,0,1,0,0,0,2,7,"28.4348° N, 77.1089° E",28.4348,77.1089
shree kirpalu gi sector 52,1.45,sector 52,7632.0,3,3,3+,7.0,Relatively New,U69731868,flat,1800.0,0,0,0,0,1,1,108,"28.4379° N, 77.0785° E",28.4379,77.0785
assotech blith,0.82,sector 99,6007.0,2,2,3,0.0,New Property,O65985156,flat,1365.0,0,0,0,0,0,0,51,"28.4640° N, 76.9614° E",28.464,76.9614
vatika gurgaon,1.25,sector 83,6313.0,3,3,2,2.0,Relatively New,G69628664,flat,1792.0,0,1,0,0,0,0,119,"28.3986° N, 76.9647° E",28.3986,76.9647
vatika lifestyle homes,1.15,sector 83,8214.0,3,3,1,7.0,Moderately Old,J65960942,flat,1607.0,0,0,0,0,0,1,95,"28.3986° N, 76.9647° E",28.3986,76.9647
ansal heights 86,0.95,sector 86,5621.0,3,2,1,6.0,New Property,P69977474,flat,1878.0,0,0,0,0,0,0,15,"28.3986° N, 76.9384° E",28.3986,76.9384
independent,0.65,sector 4,11111.0,4,2,2,2.0,Moderately Old,R65283270,house,585.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
ss the leaf,1.22,sector 85,13319.0,2,2,3,16.0,Relatively New,D69748150,flat,1300.0,0,0,1,0,0,0,81,"28.4042° N, 76.9513° E",28.4042,76.9513
deepak minda,1.2,manesar,4528.0,3,3,3+,6.0,Moderately Old,X68196798,flat,2944.0,0,1,0,0,0,0,7,"28.3515° N, 76.9428° E",28.3515,76.9428
maa bhagwati residency,0.45,sector 7,5000.0,2,2,1,4.0,Relatively New,C68850746,flat,1000.0,0,0,0,0,0,0,28,"28.4644° N, 77.0143° E",28.4644,77.0143
tata gurgaon gateway,1.75,sector 113,10442.0,2,2,2,10.0,Relatively New,P69588138,flat,1430.0,1,0,0,0,0,0,104,"28.5287° N, 77.0233° E",28.5287,77.0233
bestech park view ananda,0.95,sector 81,6985.0,2,2,2,13.0,Relatively New,Y69327112,flat,1150.0,0,0,0,0,0,1,167,"28.3867° N, 76.9485° E",28.3867,76.9485
the pearl apartmen,0.43,sector 15,5584.0,2,2,1,2.0,Relatively New,L69151724,flat,856.0,0,0,0,0,0,1,28,"28.4621° N, 77.0464° E",28.4621,77.0464
independent,9.0,sector 25,28490.0,10,10,3,3.0,Old Property,A70164370,house,3159.0,0,0,0,1,0,1,64,"28.4844° N, 77.0860° E",28.4844,77.086
suncity vatsal valley,1.38,gwal pahari,9650.0,3,3,2,1.0,Relatively New,R70102640,flat,1294.0,0,0,0,0,0,1,151,"28.4484° N, 77.0210° E",28.4484,77.021
independent,3.6,sector 46,24845.0,5,5,3+,3.0,Moderately Old,V69469434,house,1449.0,0,1,0,0,0,1,75,"28.4374° N, 77.0586° E",28.4374,77.0586
imperia the esfera,0.9,sector 37c,6272.0,3,3,3,9.0,Relatively New,D69988498,flat,1435.0,0,0,0,0,0,0,66,"28.4515° N, 76.9882° E",28.4515,76.9882
dlf new town heights,1.3,sector 86,6736.0,3,3,3,12.0,Moderately Old,H46416043,flat,1747.0,0,1,0,1,0,0,106,"28.3986° N, 76.9384° E",28.3986,76.9384
independent,4.5,sector 13,9091.0,4,5,2,2.0,Old Property,T61349800,house,4950.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
independent,6.0,sector 2,24691.0,5,6,3+,3.0,Old Property,B67592164,house,2430.0,1,0,0,1,1,1,43,"28.5095° N, 77.0320° E",28.5095,77.032
dlf regal gardens,1.29,sector 90,7104.0,3,3,3+,12.0,Relatively New,Z69685130,flat,1817.0,0,1,0,0,0,0,152,"28.4085° N, 76.9369° E",28.4085,76.9369
alpha corp gurgaonone,0.85,sector 84,6693.0,2,2,3,6.0,Relatively New,I69430670,flat,1158.0,0,0,0,0,0,1,28,"28.3979° N, 76.9736° E",28.3979,76.9736
mapsko mount ville,1.25,sector 79,8389.0,3,3,3,18.0,Relatively New,I69670912,flat,1058.0,1,0,0,0,0,1,102,"28.3624° N, 76.9787° E",28.3624,76.9787
ss the leaf,1.24,sector 85,7122.0,2,2,3,10.0,Relatively New,L70086096,flat,1730.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar mgf palm hills,1.9,sector 77,9500.0,3,4,3+,6.0,New Property,F70162682,flat,1582.0,0,1,0,0,0,1,42,"28.3801° N, 76.9845° E",28.3801,76.9845
vatika city,1.85,sector 49,10577.0,3,3,1,7.0,Moderately Old,N66583826,flat,1471.12,0,0,1,1,0,0,158,"28.4121° N, 77.0480° E",28.4121,77.048
international city by sobha phase 2,8.75,sector 109,24306.0,5,5,3+,3.0,New Property,P69790258,house,3600.0,1,1,1,1,0,1,153,"28.5073° N, 77.0089° E",28.5073,77.0089
m3m skywalk,2.2,sector 74,10902.0,3,3,3,12.0,New Property,U69682694,flat,1826.0,1,0,0,0,0,1,15,"28.4158° N, 77.0118° E",28.4158,77.0118
emaar mgf emerald floors premier,2.75,sector 65,13924.0,4,4,3,3.0,Relatively New,Z69389830,flat,1975.0,1,1,0,0,0,1,113,"28.4030° N, 77.0690° E",28.403,77.069
godrej icon,1.65,sector 88a,9041.0,3,3,3,12.0,New Property,O69918112,flat,1652.0,0,0,0,0,0,0,60,"28.4347° N, 76.9557° E",28.4347,76.9557
emaar imperial gardens,1.91,sector 102,9550.0,3,4,2,17.0,Relatively New,T69732882,flat,1587.0,1,1,0,0,0,1,152,"28.4750° N, 76.9715° E",28.475,76.9715
ss the leaf,1.93,sector 85,8075.0,3,4,3,7.0,Relatively New,R65906980,flat,2400.0,0,1,0,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
signature global solera,0.5,sector 107,7752.0,3,2,2,6.0,Relatively New,W69403810,flat,717.0,0,0,0,0,1,0,49,"28.5052° N, 76.9729° E",28.5052,76.9729
m3m merlin,2.78,sector 67,13581.0,3,3,3+,4.0,Relatively New,J69098392,flat,2047.0,0,0,0,1,0,1,157,"28.3859° N, 77.0608° E",28.3859,77.0608
emaar mgf marbella,12.0,sector 66,37037.0,5,5,3+,3.0,New Property,G55931988,house,3240.0,0,1,1,1,0,1,106,"28.3925° N, 77.0541° E",28.3925,77.0541
ss the leaf,2.2,sector 85,11179.0,4,5,3+,4.0,Relatively New,F69991874,flat,2390.0,0,1,0,1,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,5.0,sector 23,16244.0,4,4,2,2.0,Old Property,P69758754,house,3078.0,0,0,0,0,0,0,7,"28.5121° N, 77.0478° E",28.5121,77.0478
ansals palam vihar,4.0,sector 2,16667.0,4,4,3+,2.0,Moderately Old,B66375136,house,2400.0,0,1,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
godrej,1.91,sector 79,8512.0,3,4,3+,7.0,Relatively New,N69484672,flat,2031.0,0,1,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
smart world gems,0.85,sector 89,7706.0,2,2,2,2.0,Under Construction,M68877560,flat,1226.0,1,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
ansal sushant lok plots,7.0,sector 43,25926.0,5,5,3+,3.0,Relatively New,P69749546,house,2700.0,1,1,0,1,0,1,41,"28.4629° N, 77.0772° E",28.4629,77.0772
the close north,2.7,sector 50,10365.0,3,3,3+,6.0,Moderately Old,D69391210,flat,2400.0,0,1,0,0,0,0,174,"28.4178° N, 77.0628° E",28.4178,77.0628
emaar mgf emerald floors premier,2.65,sector 65,16061.0,3,3,3,5.0,Relatively New,I69729604,flat,1650.0,1,1,0,0,0,0,37,"28.4030° N, 77.0690° E",28.403,77.069
independent,3.55,sector 46,24500.0,5,4,3+,3.0,Moderately Old,B69469612,house,1449.0,0,1,0,0,0,1,73,"28.4374° N, 77.0586° E",28.4374,77.0586
independent,6.5,sector 25,36111.0,4,3,3,3.0,Moderately Old,Q70088736,house,1800.0,1,0,0,1,0,0,19,"28.4844° N, 77.0860° E",28.4844,77.086
ireo the corridors,2.08,sector 67a,12044.0,3,3,2,6.0,Under Construction,W32639849,flat,1563.0,0,0,0,0,1,0,55,"28.3960° N, 77.0372° E",28.396,77.0372
shree vardhman flora,0.86,sector 90,6255.0,3,4,3,0.0,Relatively New,K67917446,flat,1525.0,0,1,0,0,0,1,84,"28.4085° N, 76.9369° E",28.4085,76.9369
experion windchants,3.0,sector 112,11538.0,3,3,2,2.0,Relatively New,J69916692,flat,2600.0,0,0,0,0,1,1,49,"28.5189° N, 77.0183° E",28.5189,77.0183
sare petioles,1.22,sector 92,5250.0,4,3,3,9.0,Under Construction,B12964797,flat,2093.0,0,1,0,0,0,0,99,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,1.2,sector 105,13333.0,4,4,1,2.0,Moderately Old,G69794726,house,900.0,0,0,0,0,1,0,14,"28.4952° N, 77.0114° E",28.4952,77.0114
independent,3.55,sector 55,24500.0,4,4,3+,2.0,Old Property,L70105542,house,1449.0,0,0,0,0,0,1,27,"28.4281° N, 77.1100° E",28.4281,77.11
vipul world,3.35,sector 48,5583.0,6,5,3+,3.0,Moderately Old,H67904184,house,6000.0,0,0,0,0,0,0,53,"28.4177° N, 77.0359° E",28.4177,77.0359
emaar mgf marbella,12.0,sector 66,37037.0,4,4,3+,3.0,Relatively New,V68413060,house,3240.0,1,1,1,1,0,1,160,"28.3925° N, 77.0541° E",28.3925,77.0541
independent,8.5,sector 43,31481.0,5,5,3,3.0,Moderately Old,V68392090,house,2700.0,0,1,0,0,0,1,113,"28.4629° N, 77.0772° E",28.4629,77.0772
orris aster court,0.67,sector 85,5826.0,2,2,2,5.0,Relatively New,A64944642,flat,1250.0,0,0,0,0,1,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
ambience lagoon,5.8,sector 24,12500.0,3,4,3+,9.0,Old Property,J18888617,flat,3700.0,1,1,0,1,1,2,68,"28.4939° N, 77.1038° E",28.4939,77.1038
sare crescent parc,0.5,sector 92,5000.0,2,2,3,2.0,Moderately Old,I69893694,flat,905.0,0,0,0,0,0,0,38,"28.4079° N, 76.9153° E",28.4079,76.9153
experion the heartsong,2.28,sector 108,8204.0,4,5,3+,8.0,Relatively New,G69550184,flat,2515.0,0,0,0,0,0,0,101,"28.5134° N, 76.9830° E",28.5134,76.983
dlf the primus,2.85,sector 82a,10936.0,4,4,3+,2.0,New Property,W69688170,flat,2179.0,0,1,0,0,0,2,174,"28.3858° N, 76.9686° E",28.3858,76.9686
ss the leaf,2.3,sector 85,8179.0,4,4,3+,8.0,Relatively New,V69804904,flat,2545.0,0,1,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
tulip violet,1.76,sector 69,8756.0,4,4,2,6.0,Relatively New,N69300390,flat,1819.0,0,0,0,0,0,0,108,"28.3966° N, 77.0341° E",28.3966,77.0341
today callidora,0.9,sector 73,5549.0,3,3,3,3.0,Under Construction,V39994101,flat,1622.0,0,1,0,0,0,0,63,"28.4072° N, 77.0118° E",28.4072,77.0118
bestech park view sanskruti,1.55,sector 92,7568.0,3,4,3,16.0,Relatively New,X58323596,flat,1805.0,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
chd avenue,0.79,sector 71,6594.0,2,2,2,8.0,Relatively New,X49323767,flat,1084.0,0,0,0,0,1,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
suncity platinum towers,6.0,sector 28,22346.0,3,3,2,8.0,Moderately Old,D68297598,flat,2983.0,0,1,0,0,0,0,31,"28.4728° N, 77.0865° E",28.4728,77.0865
godrej air,1.83,sector 85,10005.0,3,3,3+,18.0,Under Construction,I68755244,flat,2032.0,0,0,0,0,0,0,110,"28.4042° N, 76.9513° E",28.4042,76.9513
rof ananda,0.31,sector 95,5647.0,2,2,1,5.0,Relatively New,P69978952,flat,610.0,0,0,0,1,0,1,74,"28.4172° N, 76.9081° E",28.4172,76.9081
tulip violet,1.4,sector 69,8861.0,3,3,2,2.0,Relatively New,J68360894,flat,1428.0,0,0,0,1,0,0,102,"28.3966° N, 77.0341° E",28.3966,77.0341
tulip violet,1.75,sector 69,8706.0,4,4,2,10.0,Relatively New,K66588784,flat,1819.0,0,0,0,0,0,1,109,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf city plots phase 2,6.3,sector 25,35000.0,4,4,3+,2.0,Old Property,W69483562,house,1800.0,0,1,1,0,0,0,89,"28.4844° N, 77.0860° E",28.4844,77.086
signature global city,0.8,sector 37d,8421.0,2,2,2,2.0,Under Construction,B69908914,flat,860.0,0,0,0,0,0,0,42,"28.4478° N, 76.9703° E",28.4478,76.9703
millenium bajrang society,2.5,sector 43,9434.0,4,4,3+,2.0,Relatively New,B68678214,flat,2398.0,0,0,0,0,0,1,94,"28.4629° N, 77.0772° E",28.4629,77.0772
swarn jayanti cghs,1.75,sector 54,7609.0,4,3,3+,3.0,Old Property,W69323708,flat,1900.0,0,0,0,0,1,1,26,"28.4348° N, 77.1089° E",28.4348,77.1089
independent,2.0,manesar,14959.0,3,1,0,3.0,Moderately Old,X59260682,house,1337.4,0,0,0,0,0,0,16,"28.3515° N, 76.9428° E",28.3515,76.9428
chd avenue,1.35,sector 71,5745.0,4,4,3,8.0,Moderately Old,W69335304,flat,2127.0,0,1,0,0,0,0,26,"28.4104° N, 77.0281° E",28.4104,77.0281
ompee k s residency,1.6,sector 110,2993.0,2,2,2,1.0,Relatively New,Q68796936,flat,73.0,0,0,0,0,0,0,0,"28.5145° N, 77.0197° E",28.5145,77.0197
independent,16.0,sector 25,26667.0,6,5,2,3.0,Relatively New,Q69559220,house,6000.0,0,0,0,0,0,0,0,"28.4844° N, 77.0860° E",28.4844,77.086
m3m one key resiments,0.8,sector 67,13115.0,1,1,0,0.0,Relatively New,G68560058,flat,610.0,0,0,0,0,0,0,0,"28.3859° N, 77.0608° E",28.3859,77.0608
guru gram haryana cghs,1.39,sector 56,7228.0,3,3,3,4.0,Moderately Old,K69490448,flat,1738.0,1,0,0,0,0,1,134,"28.4245° N, 77.0991° E",28.4245,77.0991
ramprastha primera,1.02,sector 37d,6000.0,3,2,3,22.0,Under Construction,Q67217474,flat,1538.0,0,0,0,0,0,0,43,"28.4478° N, 76.9703° E",28.4478,76.9703
dlf new town heights,1.88,sector 90,6894.0,4,4,3+,20.0,Relatively New,Y69266094,flat,2726.0,0,1,0,1,0,0,145,"28.4085° N, 76.9369° E",28.4085,76.9369
huda ashok vihar phase,0.43,sector 4,6615.0,2,2,1,2.0,Relatively New,H63910126,flat,722.0,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
m3m heights,2.78,sector 65,15200.0,3,3,3,44.0,Relatively New,T69537078,flat,1829.0,0,0,0,0,0,0,56,"28.4030° N, 77.0690° E",28.403,77.069
tulip violet,1.75,sector 69,8883.0,4,4,1,12.0,Relatively New,O69376716,flat,1783.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
ansal api esencia,1.85,sector 67,8222.0,3,3,3,1.0,Moderately Old,G68803572,house,278.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
raheja revanta,0.99,sector 78,6100.0,2,2,3,14.0,Under Construction,H29087587,flat,1467.0,0,0,0,0,1,0,39,"28.3733° N, 76.9729° E",28.3733,76.9729
central park flower valley,1.79,sector 33,11251.0,3,3,3,3.0,Old Property,T69658490,flat,1619.0,0,0,0,0,0,0,71,"28.4420° N, 77.0207° E",28.442,77.0207
birla navya,3.85,sector 63a,15437.0,3,3,3+,4.0,New Property,E70048784,house,2771.0,0,1,0,0,0,1,160,"28.3923° N, 77.0888° E",28.3923,77.0888
vipul lavanya,1.28,sector 81,7175.0,3,3,3,1.0,Moderately Old,H69882504,flat,1982.0,0,1,0,1,0,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
mariners home,2.11,sector 56,8612.0,3,2,3,4.0,Relatively New,Q70021160,flat,2250.0,0,0,0,0,1,1,126,"28.4245° N, 77.0991° E",28.4245,77.0991
ramprastha skyz,1.1,sector 37d,6377.0,3,3,3+,7.0,Under Construction,V68710666,flat,1561.0,0,0,0,0,0,0,109,"28.4478° N, 76.9703° E",28.4478,76.9703
sobha city,10.5,sector 108,14323.0,5,4,3+,1.0,Relatively New,K68014772,house,7331.0,0,0,0,0,0,0,59,"28.5134° N, 76.9830° E",28.5134,76.983
the serenas,0.42,sector 36,7910.0,2,2,1,3.0,New Property,E68804110,flat,590.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
pareena coban residences,1.05,sector 99a,6774.0,2,2,3,2.0,Relatively New,J69105146,flat,1390.0,1,0,0,0,0,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
independent,0.55,sector 3,6707.0,2,2,1,2.0,Moderately Old,S47744257,house,810.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
pioneer park,2.04,sector 61,14624.0,3,3,3+,16.0,Moderately Old,S69946912,flat,1595.0,0,1,0,0,0,1,165,"28.4050° N, 77.0963° E",28.405,77.0963
ireo skyon,3.75,sector 60,13393.0,4,4,3,12.0,Relatively New,U69182098,flat,2650.0,0,1,0,0,0,1,49,"28.4003° N, 77.0975° E",28.4003,77.0975
ats triumph,2.65,sector 104,8413.0,4,4,3+,10.0,Relatively New,Q68672590,flat,2851.0,0,1,0,0,0,0,174,"28.4788° N, 76.9960° E",28.4788,76.996
independent,7.0,sector 50,23333.0,4,4,2,3.0,Old Property,A68809650,house,3400.0,0,1,0,0,0,0,118,"28.4178° N, 77.0628° E",28.4178,77.0628
international city by sobha phase 2,6.2,sector 109,25514.0,5,5,2,2.0,Relatively New,V69923042,house,2430.0,0,1,0,0,0,0,135,"28.5073° N, 77.0089° E",28.5073,77.0089
palam vihar extension west zone rwa,0.4,sector 2,4444.0,3,4,2,2.0,Moderately Old,V56308494,house,900.0,0,0,0,0,0,0,36,"28.5095° N, 77.0320° E",28.5095,77.032
m3m merlin,3.4,sector 67,14419.0,3,4,3,15.0,Relatively New,Q69178748,flat,2123.0,0,1,0,0,0,1,110,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,3.5,sector 38,24306.0,3,3,2,1.0,Relatively New,D69615290,house,1440.0,0,0,0,0,0,0,0,"28.4347° N, 77.0430° E",28.4347,77.043
ss the leaf,1.04,sector 85,5974.0,2,3,3+,4.0,Relatively New,O66846568,flat,1576.0,0,0,1,0,0,0,113,"28.4042° N, 76.9513° E",28.4042,76.9513
godrej aria,0.96,sector 79,13296.0,2,2,3,8.0,Relatively New,B69923090,flat,1012.0,0,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
chintels paradiso,1.8,sector 109,8867.0,3,3,2,0.0,Moderately Old,Y68783892,flat,1910.0,0,1,0,0,0,0,83,"28.5073° N, 77.0089° E",28.5073,77.0089
ss radiance residency,0.6,sector 12,5660.0,3,3,2,3.0,Relatively New,K64553310,flat,1178.0,0,0,0,0,0,0,44,"28.4723° N, 77.0320° E",28.4723,77.032
landmark house,2.75,sector 43,25463.0,3,3,1,2.0,Moderately Old,F44144971,house,1080.0,0,0,0,1,0,0,21,"28.4629° N, 77.0772° E",28.4629,77.0772
awho sispal vihar,2.0,sector 49,7262.0,4,3,3+,4.0,Old Property,X70167572,flat,2492.0,0,0,0,0,0,0,65,"28.4121° N, 77.0480° E",28.4121,77.048
m3m heights,1.9,sector 65,14996.0,2,2,3,4.0,Under Construction,C69919812,flat,1141.0,0,0,0,0,0,0,54,"28.4030° N, 77.0690° E",28.403,77.069
